time_step,source_neuron_1,source_neuron_2,neuron_distance,uniq_s1,uniq_s2,redun_s1_s2,syn_s1_s2,overlapping
20,146,180,0.67192571,0.113473083,0.104653819,0.022282626,0.177356299,0
21,146,180,0.67192571,0.115861575,0.102767875,0.006249303,0.189940606,0
22,146,180,0.67192571,0.114619652,0.070321153,0.021132624,0.236357288,0
23,146,180,0.67192571,0.09760014,0.114165445,0.012416041,0.183138354,0
24,146,180,0.67192571,0.143486417,0.08308295,0.017020712,0.165307077,0
25,146,180,0.67192571,0.163181928,0.086340509,0.013571484,0.168841825,0
9,242,279,0.76695548,0.113919573,0.0875994,0.013669576,0.176698635,0
10,242,279,0.76695548,0.126994626,0.095528104,0.021880135,0.202034006,0
11,242,279,0.76695548,0.071459837,0.105298291,0.021696842,0.197037609,0
12,242,279,0.76695548,0.107630095,0.097457006,0.008345917,0.209758999,0
13,242,279,0.76695548,0.107585975,0.090498177,0.011307334,0.18464846,0
14,242,279,0.76695548,0.114028284,0.164460693,0.014410083,0.223234684,0
15,242,279,0.76695548,0.119452454,0.090514978,0.016680326,0.224052936,0
16,242,279,0.76695548,0.136819627,0.116491668,0.022491078,0.177893332,0
17,242,279,0.76695548,0.124825144,0.13202736,0.012375937,0.21343622,0
18,242,279,0.76695548,0.120063784,0.061073856,0.010900074,0.218130185,0
19,242,279,0.76695548,0.101427469,0.091063293,0.008041717,0.226701861,0
20,242,279,0.76695548,0.136831225,0.097278406,0.012554454,0.189404245,0
21,242,279,0.76695548,0.094327013,0.09557953,0.016412236,0.220923635,0
22,242,279,0.76695548,0.114761488,0.079463862,0.022508389,0.208374264,0
23,242,279,0.76695548,0.078024866,0.113595065,0.01276309,0.224923184,0
24,242,279,0.76695548,0.069987123,0.111640787,0.029222333,0.228069613,0
25,242,279,0.76695548,0.065004334,0.136577955,0.019328847,0.18519071,0
9,23,237,0.36165957,0.112387633,0.105500735,0.010863603,0.204253022,0.079717581
10,23,237,0.36165957,0.124493508,0.109785969,0.009117201,0.172955727,0.079717581
11,23,237,0.36165957,0.084278496,0.085802991,0.020300149,0.222467159,0.079717581
12,23,237,0.36165957,0.091547145,0.071708334,0.02347887,0.218031921,0.079717581
13,23,237,0.36165957,0.082124184,0.142377944,0.013507795,0.229019614,0.079717581
14,23,237,0.36165957,0.081025809,0.109026887,0.023047772,0.240522164,0.079717581
15,23,237,0.36165957,0.123578059,0.128060663,0.014012069,0.214117584,0.079717581
16,23,237,0.36165957,0.138677695,0.105237232,0.02565219,0.195767437,0.079717581
17,23,237,0.36165957,0.118481174,0.114826889,0.016620601,0.187978541,0.079717581
18,23,237,0.36165957,0.111536613,0.128690373,0.02011215,0.181076586,0.079717581
19,23,237,0.36165957,0.090908332,0.112340551,0.013617965,0.212537561,0.079717581
20,23,237,0.36165957,0.112843098,0.100714906,0.015322953,0.223506725,0.079717581
21,23,237,0.36165957,0.078400086,0.094139746,0.022015186,0.151780268,0.079717581
22,23,237,0.36165957,0.088654566,0.099323393,0.008943726,0.220381344,0.079717581
23,23,237,0.36165957,0.10671453,0.090452442,0.02384166,0.256032118,0.079717581
24,23,237,0.36165957,0.068443628,0.111559374,0.006635236,0.20896835,0.079717581
25,23,237,0.36165957,0.091022863,0.111784595,0.021975867,0.221258161,0.079717581
9,238,279,1.17950288,0.09204197,0.084520696,0.016748279,0.181507739,0
10,238,279,1.17950288,0.108755367,0.099387618,0.018020621,0.153913227,0
11,238,279,1.17950288,0.125350594,0.102242041,0.024753092,0.194614104,0
12,238,279,1.17950288,0.121678092,0.090149886,0.015653036,0.211695769,0
13,238,279,1.17950288,0.100281866,0.088299956,0.013505556,0.185268597,0
14,238,279,1.17950288,0.095747988,0.149005186,0.029865589,0.151510516,0
15,238,279,1.17950288,0.113117886,0.094805703,0.012389602,0.17571301,0
16,238,279,1.17950288,0.098401665,0.12097652,0.018006226,0.209962129,0
17,238,279,1.17950288,0.109982418,0.124287069,0.020116229,0.197569295,0
18,238,279,1.17950288,0.108732282,0.068255935,0.003717996,0.185124538,0
19,238,279,1.17950288,0.126055577,0.087113471,0.011991539,0.224162872,0
20,238,279,1.17950288,0.11040215,0.08641681,0.02341605,0.170536941,0
21,238,279,1.17950288,0.124461273,0.086261299,0.025730466,0.19836825,0
22,238,279,1.17950288,0.082727687,0.088550644,0.013421607,0.134737901,0
23,238,279,1.17950288,0.118516886,0.11043442,0.015923735,0.208949355,0
24,238,279,1.17950288,0.151554707,0.125018909,0.015844211,0.179264914,0
25,238,279,1.17950288,0.120651577,0.137911956,0.017994847,0.177005059,0
9,150,243,0.17225245,0.095227044,0.099084593,0.007983289,0.186093577,0.180829648
10,150,243,0.17225245,0.085163201,0.131284937,0.016306576,0.210965359,0.180829648
11,150,243,0.17225245,0.115865282,0.099540082,0.01409554,0.128543868,0.180829648
12,150,243,0.17225245,0.125186431,0.124292921,0.021915743,0.160173726,0.180829648
13,150,243,0.17225245,0.097369413,0.080728325,0.025412286,0.196408164,0.180829648
14,150,243,0.17225245,0.075258948,0.088156685,0.018835385,0.212776962,0.180829648
15,150,243,0.17225245,0.082728899,0.083059804,0.016271606,0.178171004,0.180829648
16,150,243,0.17225245,0.122847282,0.131547166,0.013853693,0.211204445,0.180829648
17,150,243,0.17225245,0.118107021,0.080717364,0.012324566,0.186924487,0.180829648
18,150,243,0.17225245,0.084196858,0.07568445,0.028893199,0.162477558,0.180829648
19,150,243,0.17225245,0.061919896,0.077122482,0.018629291,0.253119498,0.180829648
20,150,243,0.17225245,0.112294079,0.089778222,0.014949973,0.200066419,0.180829648
21,150,243,0.17225245,0.098202681,0.08584846,0.021632279,0.218310225,0.180829648
22,150,243,0.17225245,0.089822108,0.102258675,0.011392144,0.187772415,0.180829648
23,150,243,0.17225245,0.093094054,0.069641743,0.012159301,0.131763539,0.180829648
24,150,243,0.17225245,0.125453442,0.122946274,0.022222072,0.200425586,0.180829648
25,150,243,0.17225245,0.078791751,0.144612659,0.01591755,0.244389216,0.180829648
9,104,123,0.54561375,0.098714736,0.119613817,0.013546902,0.185463938,0.009135625
10,104,123,0.54561375,0.107657659,0.084794809,0.01048336,0.15773665,0.009135625
11,104,123,0.54561375,0.112475371,0.097180509,0.016077138,0.213595784,0.009135625
12,104,123,0.54561375,0.075383828,0.076642687,0.020835943,0.209117949,0.009135625
13,104,123,0.54561375,0.097274426,0.091981638,0.011030049,0.226752676,0.009135625
14,104,123,0.54561375,0.105894453,0.127130842,0.014320596,0.179785383,0.009135625
15,104,123,0.54561375,0.113173366,0.111998121,0.019091672,0.184699383,0.009135625
16,104,123,0.54561375,0.101224618,0.108500892,0.012262552,0.198774967,0.009135625
17,104,123,0.54561375,0.133055127,0.129597288,0.016042643,0.214917777,0.009135625
18,104,123,0.54561375,0.113983674,0.129885948,0.018358375,0.251479565,0.009135625
19,104,123,0.54561375,0.119068394,0.093219036,0.016726947,0.189495891,0.009135625
20,104,123,0.54561375,0.063433218,0.091149557,0.022500628,0.196480783,0.009135625
21,104,123,0.54561375,0.10565965,0.101127231,0.008631787,0.169236504,0.009135625
22,104,123,0.54561375,0.116382602,0.140631655,0.024384416,0.196248383,0.009135625
23,104,123,0.54561375,0.087640003,0.100405312,0.019034792,0.154044259,0.009135625
24,104,123,0.54561375,0.09779517,0.107942316,0.012730847,0.180128213,0.009135625
25,104,123,0.54561375,0.126851645,0.105391947,0.020745989,0.162797587,0.009135625
9,223,225,0.4131021,0.112423119,0.1006096,0.013493452,0.199001546,0.056168516
10,223,225,0.4131021,0.103094634,0.106231902,0.009372389,0.155015372,0.056168516
11,223,225,0.4131021,0.123676644,0.092164424,0.021830303,0.188344149,0.056168516
12,223,225,0.4131021,0.097553138,0.109830278,0.010735496,0.198262625,0.056168516
13,223,225,0.4131021,0.123503084,0.065621095,0.009837818,0.173207792,0.056168516
14,223,225,0.4131021,0.101862401,0.102161422,0.011175034,0.161204495,0.056168516
15,223,225,0.4131021,0.098774022,0.121208096,0.017774076,0.233096379,0.056168516
16,223,225,0.4131021,0.103300602,0.104050643,0.012623951,0.217836654,0.056168516
17,223,225,0.4131021,0.12186246,0.110102013,0.014154771,0.144123656,0.056168516
18,223,225,0.4131021,0.12486083,0.060098199,0.030283438,0.208654446,0.056168516
19,223,225,0.4131021,0.106006276,0.107338823,0.016571457,0.187172777,0.056168516
20,223,225,0.4131021,0.111053944,0.098779275,0.011678677,0.210014836,0.056168516
21,223,225,0.4131021,0.119300233,0.078136874,0.007655759,0.197349029,0.056168516
22,223,225,0.4131021,0.110319272,0.087977255,0.017037661,0.157002177,0.056168516
23,223,225,0.4131021,0.126923469,0.085114595,0.024590236,0.179530119,0.056168516
24,223,225,0.4131021,0.093046494,0.105727155,0.013130003,0.195557718,0.056168516
25,223,225,0.4131021,0.114825276,0.101558367,0.006860225,0.21415737,0.056168516
9,18,259,0.20707785,0.106877119,0.076182328,0.008643947,0.227654054,0.161009292
10,18,259,0.20707785,0.102925162,0.075029903,0.015932268,0.228478673,0.161009292
11,18,259,0.20707785,0.0999067,0.101967946,0.012925129,0.179000762,0.161009292
12,18,259,0.20707785,0.079038919,0.073176904,0.011276648,0.184832295,0.161009292
13,18,259,0.20707785,0.131266744,0.123418008,0.014065681,0.199826244,0.161009292
14,18,259,0.20707785,0.118369656,0.076366261,0.018072556,0.223183069,0.161009292
15,18,259,0.20707785,0.090050327,0.08940588,0.013870629,0.168646461,0.161009292
16,18,259,0.20707785,0.137927209,0.079272759,0.01702498,0.182763182,0.161009292
17,18,259,0.20707785,0.087778918,0.08868563,0.020683792,0.185097157,0.161009292
18,18,259,0.20707785,0.119479367,0.100325324,0.006851046,0.126894158,0.161009292
19,18,259,0.20707785,0.113052312,0.100252009,0.011137562,0.214132447,0.161009292
20,18,259,0.20707785,0.117298673,0.049378806,0.012313486,0.185698039,0.161009292
21,18,259,0.20707785,0.110213054,0.109211848,0.008563747,0.160157491,0.161009292
22,18,259,0.20707785,0.107187011,0.14373274,0.014581627,0.226925466,0.161009292
23,18,259,0.20707785,0.111195355,0.113371687,0.012012747,0.158439866,0.161009292
24,18,259,0.20707785,0.090158183,0.094033471,0.01864206,0.164587893,0.161009292
25,18,259,0.20707785,0.088654182,0.129322159,0.023708318,0.188756121,0.161009292
9,45,227,0.11295063,0.099524646,0.074033178,0.01937884,0.174524108,0.215375395
10,45,227,0.11295063,0.123550616,0.092704672,0.021460101,0.194047722,0.215375395
11,45,227,0.11295063,0.078254878,0.128164496,0.008382585,0.226704538,0.215375395
12,45,227,0.11295063,0.100027465,0.101151592,0.011738271,0.222985962,0.215375395
13,45,227,0.11295063,0.10521014,0.114547664,0.011812028,0.225491725,0.215375395
14,45,227,0.11295063,0.084777247,0.111325038,0.013499577,0.204642702,0.215375395
15,45,227,0.11295063,0.109400406,0.110509518,0.012761322,0.19269575,0.215375395
16,45,227,0.11295063,0.095362496,0.12869038,0.022887909,0.183666964,0.215375395
17,45,227,0.11295063,0.09655444,0.144009447,0.012053797,0.190273007,0.215375395
18,45,227,0.11295063,0.111373439,0.10103301,0.011006657,0.187356464,0.215375395
19,45,227,0.11295063,0.108259755,0.082454701,0.012347589,0.213643723,0.215375395
20,45,227,0.11295063,0.084519907,0.119152644,0.009534365,0.173736062,0.215375395
21,45,227,0.11295063,0.120768794,0.094728695,0.018816814,0.186061585,0.215375395
22,45,227,0.11295063,0.103233398,0.088428433,0.013802853,0.184913847,0.215375395
23,45,227,0.11295063,0.121434437,0.118606875,0.015743571,0.142238983,0.215375395
24,45,227,0.11295063,0.075463782,0.089749078,0.029532899,0.217450576,0.215375395
25,45,227,0.11295063,0.073188203,0.120367783,0.024853154,0.213521147,0.215375395
9,31,60,0.48556231,0.094380733,0.114577038,0.010660184,0.197287651,0.027448619
10,31,60,0.48556231,0.101212404,0.101579765,0.012611583,0.238990449,0.027448619
11,31,60,0.48556231,0.10334134,0.114019521,0.012181663,0.203999309,0.027448619
12,31,60,0.48556231,0.133544349,0.081049997,0.015665086,0.180262604,0.027448619
13,31,60,0.48556231,0.107573576,0.080152377,0.02436741,0.176126522,0.027448619
14,31,60,0.48556231,0.139767004,0.120456323,0.023241582,0.220340934,0.027448619
15,31,60,0.48556231,0.103842139,0.110322758,0.013018359,0.218841204,0.027448619
16,31,60,0.48556231,0.124987059,0.09528779,0.014175827,0.195352351,0.027448619
17,31,60,0.48556231,0.128909763,0.078368173,0.013147003,0.185577758,0.027448619
18,31,60,0.48556231,0.100148765,0.149931322,0.018700319,0.203975752,0.027448619
19,31,60,0.48556231,0.119332517,0.10900504,0.017831793,0.214152298,0.027448619
20,31,60,0.48556231,0.101760283,0.097906415,0.018309138,0.216150421,0.027448619
21,31,60,0.48556231,0.134291725,0.089272077,0.012144359,0.192499266,0.027448619
22,31,60,0.48556231,0.09100609,0.102982092,0.017364286,0.17828373,0.027448619
23,31,60,0.48556231,0.098707764,0.114746094,0.025851156,0.218075133,0.027448619
24,31,60,0.48556231,0.094134225,0.086120006,0.009470871,0.181156204,0.027448619
25,31,60,0.48556231,0.108382634,0.097182435,0.011161535,0.178445674,0.027448619
9,213,251,0.80675308,0.141912357,0.124775883,0.017981301,0.257094637,0
10,213,251,0.80675308,0.084501722,0.077122419,0.020095038,0.229866916,0
11,213,251,0.80675308,0.118683631,0.117399875,0.015359327,0.211449329,0
12,213,251,0.80675308,0.086779864,0.089096931,0.009739314,0.195843673,0
13,213,251,0.80675308,0.092969959,0.092642768,0.013803018,0.244004684,0
14,213,251,0.80675308,0.095006406,0.108051545,0.017088663,0.184808183,0
15,213,251,0.80675308,0.088801501,0.114732584,0.011742003,0.186501263,0
16,213,251,0.80675308,0.106159836,0.150152717,0.014940151,0.189578799,0
17,213,251,0.80675308,0.068564239,0.089903331,0.018390901,0.254625414,0
18,213,251,0.80675308,0.103352028,0.096428683,0.030424684,0.223155502,0
19,213,251,0.80675308,0.118439887,0.123898889,0.011111899,0.203489337,0
20,213,251,0.80675308,0.08631387,0.072930274,0.009863689,0.204266408,0
21,213,251,0.80675308,0.098886207,0.111472283,0.01063612,0.214980965,0
22,213,251,0.80675308,0.105713173,0.068925528,0.014992078,0.191483915,0
23,213,251,0.80675308,0.111866525,0.108452415,0.023718711,0.164851808,0
24,213,251,0.80675308,0.120570133,0.110711035,0.010577773,0.224159818,0
25,213,251,0.80675308,0.073454428,0.089796442,0.01879236,0.2172722,0
9,113,149,0.52216523,0.071397079,0.073256004,0.014761094,0.181938849,0.015546165
10,113,149,0.52216523,0.091003927,0.097295479,0.014774232,0.206987532,0.015546165
11,113,149,0.52216523,0.106251349,0.143719714,0.019614691,0.207980283,0.015546165
12,113,149,0.52216523,0.103256673,0.10664601,0.019827316,0.192246923,0.015546165
13,113,149,0.52216523,0.093092703,0.083017609,0.004617801,0.233972698,0.015546165
14,113,149,0.52216523,0.101629219,0.111143262,0.018795683,0.183486751,0.015546165
15,113,149,0.52216523,0.124031873,0.091607784,0.008658209,0.15556532,0.015546165
16,113,149,0.52216523,0.099532061,0.110775813,0.013741742,0.214722091,0.015546165
17,113,149,0.52216523,0.121670097,0.102842919,0.007720449,0.147061361,0.015546165
18,113,149,0.52216523,0.10246655,0.126889431,0.026154958,0.185130746,0.015546165
19,113,149,0.52216523,0.083850437,0.0970085,0.015788617,0.187462683,0.015546165
20,113,149,0.52216523,0.105585604,0.133203525,0.008480103,0.178759356,0.015546165
21,113,149,0.52216523,0.102306894,0.120081664,0.017528382,0.189213053,0.015546165
22,113,149,0.52216523,0.079460906,0.091995905,0.015002358,0.185469439,0.015546165
23,113,149,0.52216523,0.116964865,0.10954691,0.008241901,0.170171263,0.015546165
24,113,149,0.52216523,0.130364564,0.103892163,0.01201897,0.148128787,0.015546165
25,113,149,0.52216523,0.066448476,0.116534509,0.011776616,0.211941715,0.015546165
9,152,209,0.83298484,0.11575069,0.094476706,0.018676735,0.204584573,0
10,152,209,0.83298484,0.131275281,0.094752279,0.012296997,0.229291998,0
11,152,209,0.83298484,0.130399597,0.09271203,0.021358587,0.221567,0
12,152,209,0.83298484,0.093517718,0.096110304,0.011373996,0.153147437,0
13,152,209,0.83298484,0.118810201,0.109126392,0.016293646,0.187404388,0
14,152,209,0.83298484,0.097114137,0.112119034,0.016451715,0.180928339,0
15,152,209,0.83298484,0.108918962,0.106448804,0.013363224,0.209563178,0
16,152,209,0.83298484,0.109456956,0.092440694,0.018321904,0.190144357,0
17,152,209,0.83298484,0.09161431,0.092962931,0.020539419,0.230485917,0
18,152,209,0.83298484,0.095611614,0.117539012,0.014233824,0.201215554,0
19,152,209,0.83298484,0.117654309,0.089985203,0.011138171,0.214941468,0
20,152,209,0.83298484,0.164086014,0.082765659,0.019761836,0.185641953,0
21,152,209,0.83298484,0.111422438,0.163079412,0.010454289,0.23115703,0
22,152,209,0.83298484,0.127773453,0.0865579,0.017676842,0.193206548,0
23,152,209,0.83298484,0.10692619,0.091905993,0.014966057,0.208009476,0
24,152,209,0.83298484,0.114346586,0.101018977,0.017338766,0.20454663,0
25,152,209,0.83298484,0.107920902,0.124376787,0.020617225,0.18127311,0
9,11,115,0.68784899,0.081504117,0.14730518,0.009353033,0.188746403,0
10,11,115,0.68784899,0.086095626,0.089721877,0.006866988,0.17981232,0
11,11,115,0.68784899,0.126208927,0.097937418,0.020901921,0.215974486,0
12,11,115,0.68784899,0.095562478,0.108364044,0.006621094,0.179362519,0
13,11,115,0.68784899,0.110038789,0.104301848,0.014029063,0.169209744,0
14,11,115,0.68784899,0.113638612,0.067771138,0.015147639,0.176029759,0
15,11,115,0.68784899,0.139241693,0.092569112,0.024107761,0.196355623,0
16,11,115,0.68784899,0.12961968,0.086863192,0.012973961,0.215950772,0
17,11,115,0.68784899,0.10942565,0.087258833,0.020563648,0.188118053,0
18,11,115,0.68784899,0.084733349,0.130127233,0.011309738,0.235499308,0
19,11,115,0.68784899,0.083981611,0.086738556,0.015298153,0.194671503,0
20,11,115,0.68784899,0.116182937,0.129350666,0.010749872,0.201427748,0
21,11,115,0.68784899,0.12384129,0.081376297,0.015312733,0.183402365,0
22,11,115,0.68784899,0.09813895,0.069069014,0.022245644,0.214098958,0
23,11,115,0.68784899,0.135320491,0.083549833,0.01351319,0.233705188,0
24,11,115,0.68784899,0.109308388,0.104598452,0.010124335,0.177014359,0
25,11,115,0.68784899,0.149617329,0.086987558,0.01752256,0.137097961,0
9,178,180,0.47431252,0.072333387,0.118715361,0.011013802,0.149889272,0.031499026
10,178,180,0.47431252,0.122863706,0.09344646,0.011154986,0.133114591,0.031499026
11,178,180,0.47431252,0.123578443,0.096228884,0.013820848,0.203190266,0.031499026
12,178,180,0.47431252,0.091640746,0.107874789,0.017686182,0.256084487,0.031499026
13,178,180,0.47431252,0.084666583,0.116649442,0.019714925,0.153391043,0.031499026
14,178,180,0.47431252,0.094638269,0.117406367,0.015799087,0.170646387,0.031499026
15,178,180,0.47431252,0.104685497,0.1068273,0.014573831,0.18488711,0.031499026
16,178,180,0.47431252,0.10945442,0.115852818,0.010787437,0.174378494,0.031499026
17,178,180,0.47431252,0.067679886,0.104245441,0.01026412,0.195888419,0.031499026
18,178,180,0.47431252,0.090506486,0.065531213,0.011419539,0.220269934,0.031499026
19,178,180,0.47431252,0.11571416,0.078481135,0.010307715,0.206872954,0.031499026
20,178,180,0.47431252,0.120547326,0.106355443,0.020581002,0.217418553,0.031499026
21,178,180,0.47431252,0.090569911,0.098874678,0.0101425,0.15994328,0.031499026
22,178,180,0.47431252,0.08465235,0.074968367,0.01648541,0.199701384,0.031499026
23,178,180,0.47431252,0.099358215,0.108845293,0.017736192,0.237153136,0.031499026
24,178,180,0.47431252,0.079862898,0.094306599,0.005797063,0.210555195,0.031499026
25,178,180,0.47431252,0.119444838,0.085275636,0.014636355,0.208569912,0.031499026
9,56,99,0.59593692,0.10831242,0.105463731,0.023317417,0.158142194,0.000188947
10,56,99,0.59593692,0.092580648,0.064875538,0.007890132,0.25764782,0.000188947
11,56,99,0.59593692,0.091235878,0.104808495,0.009170207,0.195786927,0.000188947
12,56,99,0.59593692,0.137948903,0.108400497,0.010206443,0.151625584,0.000188947
13,56,99,0.59593692,0.118477318,0.092115543,0.00942875,0.193918331,0.000188947
14,56,99,0.59593692,0.122792883,0.11042986,0.020584525,0.225177985,0.000188947
15,56,99,0.59593692,0.111639674,0.119763884,0.014578937,0.142499269,0.000188947
16,56,99,0.59593692,0.110232322,0.138943505,0.017309337,0.169407686,0.000188947
17,56,99,0.59593692,0.089647784,0.117676277,0.018496789,0.249945548,0.000188947
18,56,99,0.59593692,0.094774882,0.106046014,0.014773473,0.200048968,0.000188947
19,56,99,0.59593692,0.128476683,0.10241099,0.009935336,0.196352081,0.000188947
20,56,99,0.59593692,0.135526147,0.094275214,0.017061158,0.224758379,0.000188947
21,56,99,0.59593692,0.127099435,0.098250549,0.016288086,0.213930696,0.000188947
22,56,99,0.59593692,0.100497125,0.11913607,0.017203388,0.195243869,0.000188947
23,56,99,0.59593692,0.086230599,0.083585412,0.028463193,0.204762786,0.000188947
24,56,99,0.59593692,0.098976971,0.103849843,0.009263409,0.188282457,0.000188947
25,56,99,0.59593692,0.099333777,0.081358458,0.008515345,0.238718656,0.000188947
9,85,275,0.43103257,0.143819627,0.093120979,0.015408376,0.203545894,0.048523191
10,85,275,0.43103257,0.101837142,0.089824077,0.015749384,0.176078894,0.048523191
11,85,275,0.43103257,0.100496805,0.091076826,0.011782373,0.194471959,0.048523191
12,85,275,0.43103257,0.137282314,0.086919363,0.01308524,0.198568158,0.048523191
13,85,275,0.43103257,0.111745379,0.081651313,0.005645762,0.184498493,0.048523191
14,85,275,0.43103257,0.092642791,0.096082241,0.012466001,0.156444404,0.048523191
15,85,275,0.43103257,0.081778015,0.09484055,0.018615977,0.17229289,0.048523191
16,85,275,0.43103257,0.129443407,0.075842308,0.012473205,0.167431541,0.048523191
17,85,275,0.43103257,0.104712831,0.071893284,0.025204444,0.1614733,0.048523191
18,85,275,0.43103257,0.10469642,0.111399729,0.018772163,0.174930733,0.048523191
19,85,275,0.43103257,0.103988804,0.083206658,0.013176417,0.166673425,0.048523191
20,85,275,0.43103257,0.093272154,0.096934945,0.01565801,0.182961937,0.048523191
21,85,275,0.43103257,0.111029642,0.084749394,0.015814934,0.174176135,0.048523191
22,85,275,0.43103257,0.087252139,0.090064044,0.028770215,0.192358152,0.048523191
23,85,275,0.43103257,0.11803251,0.115252875,0.010964743,0.184963019,0.048523191
24,85,275,0.43103257,0.110430371,0.132083867,0.015463855,0.16706534,0.048523191
25,85,275,0.43103257,0.12665961,0.089447538,0.011850139,0.169705369,0.048523191
9,179,282,0.29261099,0.093532557,0.123400203,0.025157994,0.214668004,0.114408305
10,179,282,0.29261099,0.119276716,0.093235416,0.017651022,0.168623135,0.114408305
11,179,282,0.29261099,0.078935574,0.103488337,0.013732737,0.231357981,0.114408305
12,179,282,0.29261099,0.123850352,0.084052526,0.014679152,0.210334263,0.114408305
13,179,282,0.29261099,0.078436943,0.08780854,0.017510962,0.238337517,0.114408305
14,179,282,0.29261099,0.122798149,0.085717435,0.021903313,0.186384101,0.114408305
15,179,282,0.29261099,0.086579714,0.080714337,0.014093932,0.166602739,0.114408305
16,179,282,0.29261099,0.097818126,0.073414776,0.018177249,0.227617871,0.114408305
17,179,282,0.29261099,0.083574827,0.088295011,0.022800095,0.205830643,0.114408305
18,179,282,0.29261099,0.08624515,0.110195966,0.012019045,0.173436296,0.114408305
19,179,282,0.29261099,0.11116646,0.111692202,0.010040324,0.223127287,0.114408305
20,179,282,0.29261099,0.167793655,0.098783228,0.027866453,0.229343009,0.114408305
21,179,282,0.29261099,0.101958163,0.11022419,0.016383726,0.216373914,0.114408305
22,179,282,0.29261099,0.093978174,0.123724801,0.015032651,0.187628066,0.114408305
23,179,282,0.29261099,0.086911039,0.120573077,0.015431402,0.200634582,0.114408305
24,179,282,0.29261099,0.115694381,0.055432559,0.017073986,0.205302501,0.114408305
25,179,282,0.29261099,0.103524876,0.110495616,0.017230152,0.229395195,0.114408305
9,52,113,0.85368199,0.086366117,0.078120842,0.00803733,0.157201107,0
10,52,113,0.85368199,0.149610433,0.092994187,0.012783973,0.177574911,0
11,52,113,0.85368199,0.090612955,0.108467723,0.017398317,0.205226403,0
12,52,113,0.85368199,0.086540656,0.101967466,0.021116523,0.21065334,0
13,52,113,0.85368199,0.127892654,0.086865543,0.01084496,0.167396184,0
14,52,113,0.85368199,0.095486012,0.104371976,0.016052926,0.169947598,0
15,52,113,0.85368199,0.113407578,0.117813309,0.014876774,0.170138948,0
16,52,113,0.85368199,0.093280074,0.094913255,0.018360548,0.211276568,0
17,52,113,0.85368199,0.076187677,0.110218362,0.019172183,0.161511895,0
18,52,113,0.85368199,0.09718887,0.116749026,0.011872484,0.157788474,0
19,52,113,0.85368199,0.100213258,0.086121496,0.013517557,0.174631572,0
20,52,113,0.85368199,0.093575677,0.106868343,0.007197365,0.140151369,0
21,52,113,0.85368199,0.094114111,0.104963725,0.014871551,0.172557753,0
22,52,113,0.85368199,0.120010655,0.0828476,0.011615663,0.173936421,0
23,52,113,0.85368199,0.069651996,0.1021732,0.023033565,0.206067501,0
24,52,113,0.85368199,0.104893472,0.132204711,0.010178823,0.224489511,0
25,52,113,0.85368199,0.104141372,0.073217668,0.005007424,0.198403827,0
9,70,256,0.69222339,0.079572054,0.119602324,0.011744588,0.162734018,0
10,70,256,0.69222339,0.141907061,0.08522236,0.015243934,0.204967975,0
11,70,256,0.69222339,0.092504969,0.099976407,0.012207599,0.185177496,0
12,70,256,0.69222339,0.118291894,0.076199794,0.027625069,0.19424276,0
13,70,256,0.69222339,0.092028224,0.096356532,0.009131082,0.17531702,0
14,70,256,0.69222339,0.138005747,0.073354853,0.017622917,0.194357867,0
15,70,256,0.69222339,0.095143023,0.095420558,0.015088374,0.207176903,0
16,70,256,0.69222339,0.099777589,0.098816427,0.018579354,0.224889075,0
17,70,256,0.69222339,0.120190033,0.090355675,0.021711981,0.212207076,0
18,70,256,0.69222339,0.098849738,0.154839577,0.01871127,0.211548408,0
19,70,256,0.69222339,0.10681877,0.081374456,0.010217856,0.152445211,0
20,70,256,0.69222339,0.108527119,0.075925051,0.012679091,0.194627477,0
21,70,256,0.69222339,0.117786996,0.091402547,0.019679451,0.196611162,0
22,70,256,0.69222339,0.068792538,0.105611865,0.010990266,0.150018803,0
23,70,256,0.69222339,0.106519237,0.089466973,0.020310398,0.243383513,0
24,70,256,0.69222339,0.130692425,0.084531621,0.019016594,0.1791767,0
25,70,256,0.69222339,0.121350463,0.10835547,0.010701784,0.19577707,0
9,127,167,0.18209276,0.06950382,0.113037098,0.01736446,0.232371182,0.175188814
10,127,167,0.18209276,0.1012699,0.109207379,0.015590293,0.188822528,0.175188814
11,127,167,0.18209276,0.10315168,0.12092632,0.018024007,0.190836584,0.175188814
12,127,167,0.18209276,0.11472877,0.112627041,0.021687451,0.23531856,0.175188814
13,127,167,0.18209276,0.126002658,0.088210252,0.015166483,0.169264599,0.175188814
14,127,167,0.18209276,0.103901921,0.116182628,0.015448024,0.202886578,0.175188814
15,127,167,0.18209276,0.052525121,0.132005178,0.011508616,0.233393856,0.175188814
16,127,167,0.18209276,0.108731981,0.082623779,0.011417424,0.175917725,0.175188814
17,127,167,0.18209276,0.093934479,0.101837066,0.00851196,0.19346877,0.175188814
18,127,167,0.18209276,0.129191368,0.096753745,0.014327017,0.194051129,0.175188814
19,127,167,0.18209276,0.07892748,0.094094613,0.004301911,0.191582862,0.175188814
20,127,167,0.18209276,0.087444725,0.105965629,0.014523376,0.230970778,0.175188814
21,127,167,0.18209276,0.094811885,0.097836152,0.025072825,0.212508072,0.175188814
22,127,167,0.18209276,0.105108723,0.091625941,0.019958307,0.260772346,0.175188814
